year_month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_cat,year,month
2016-01-01,66.79961917562724,82.52867383512545,19.873823924731184,50.56037186379928,1564.0344982078855,43.70670922939068,96.74491350303562,Good,2016,1
2016-02-01,42.82195881226053,57.13380028735632,14.570821360153255,33.49527059386973,882.7047413793103,69.54789272030652,71.17905121100164,Good,2016,2
2016-03-01,92.19371639784946,134.40193772401435,17.770833333333332,55.27598566308244,1210.663082437276,81.12172379032258,133.05707714446265,Lightly Polluted,2016,3
2016-04-01,67.59652777777778,114.08564814814815,9.794155092592591,41.846122685185186,779.5775462962963,116.65669718013469,104.57071313257423,Lightly Polluted,2016,4
2016-05-01,54.38326239545997,86.90236335125448,8.069478046594982,36.214952956989244,679.2159498207885,165.80603222679477,114.94124638949823,Lightly Polluted,2016,5
2016-06-01,58.70396219135802,76.03353009259258,5.0187731481481475,34.071921296296296,742.6689814814814,184.4314703730311,126.91179733365904,Lightly Polluted,2016,6
2016-07-01,68.66515456989248,77.18061155913979,3.4779345878136203,31.5927979390681,894.1776144640999,171.83962869437514,123.56816379795718,Lightly Polluted,2016,7
2016-08-01,45.81221998207885,58.079469086021504,2.8578629032258065,32.94181227598566,816.9054948548965,140.7947244623656,96.12705894455415,Good,2016,8
2016-09-01,53.974884259259255,67.96087962962962,3.384548611111111,40.604803240740736,751.6145833333334,106.58160070929462,87.83792443181181,Good,2016,9
2016-10-01,85.58966173835125,100.6975806451613,4.317573924731183,53.29513888888889,1125.8008512544804,52.24117943548387,116.95722297519043,Lightly Polluted,2016,10
2016-11-01,97.43738425925926,130.32494212962962,11.118888888888888,65.64259259259259,1753.8483796296296,30.651736111111113,130.55882523148148,Lightly Polluted,2016,11
2016-12-01,128.73319892473117,149.56737231182797,17.04945116487455,77.49719982078852,2421.667786738351,31.699400761648747,166.6857422069721,Moderately Polluted,2016,12
2017-01-01,113.72983870967742,133.71768593189964,18.554995519713263,63.105006720430104,2038.4128584229393,49.80779569892473,150.66127585385803,Moderately Polluted,2017,1
2017-02-01,68.8014632936508,85.59709821428571,17.608506944444443,50.695684523809526,1151.4756944444443,69.78446800595238,100.77451415393777,Lightly Polluted,2017,2
