station,date,year,month,day,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,AQI,AQI_parameter,season
Aotizhongxin,2013-03-13,2013,3,13,16.041666666666668,19.333333333333332,16.25,36.083333333333336,504.1666666666667,77.0,4.929166666666666,1022.475,-10.049999999999999,0.0,2.3291666666666666,45.10416666666667,NO2,Spring
Aotizhongxin,2013-03-14,2013,3,14,95.16666666666667,107.29166666666667,51.916666666666664,70.375,1337.2916666666667,77.0,3.8166666666666664,1021.4,-3.5875,0.0,1.9541666666666666,125.20833333333334,PM2.5,Spring
Aotizhongxin,2013-03-15,2013,3,15,212.29166666666666,250.625,75.58333333333333,99.41666666666667,2116.5,52.0,6.3999999999999995,1014.5,-1.0666666666666667,0.0,1.4208333333333334,262.29166666666663,PM2.5,Spring
Aotizhongxin,2013-03-16,2013,3,16,244.875,257.9166666666667,70.125,90.375,2174.6875,94.0,9.529166666666667,1016.8541666666666,0.8833333333333333,0.0,1.6958333333333335,294.875,PM2.5,Spring
Aotizhongxin,2013-03-17,2013,3,17,284.5416666666667,309.6666666666667,73.66666666666667,113.875,2558.0,100.625,10.008333333333333,1001.9375,3.1458333333333335,0.0,1.1458333333333333,341.45000000000005,PM2.5,Spring
Aotizhongxin,2013-03-18,2013,3,18,70.66666666666667,118.04166666666667,19.625,46.166666666666664,866.5833333333334,107.0,8.383333333333333,1001.2208333333333,-9.404166666666667,0.004166666666666667,3.6374999999999997,94.58333333333334,PM2.5,Spring
Aotizhongxin,2013-03-19,2013,3,19,41.0,49.125,16.5,49.166666666666664,785.4166666666666,46.875,2.066666666666667,1008.8916666666668,-1.3291666666666666,0.375,1.9166666666666667,61.45833333333333,NO2,Spring
Aotizhongxin,2013-03-20,2013,3,20,48.916666666666664,47.791666666666664,12.5,41.541666666666664,920.8333333333334,58.375,1.5208333333333333,1017.1208333333334,-2.8208333333333333,0.3125,2.058333333333333,67.39583333333333,PM2.5,Spring
Aotizhongxin,2013-03-21,2013,3,21,148.95833333333334,161.75,21.666666666666668,85.75,1454.0416666666667,38.75,3.5875,1004.9250000000001,-1.425,0.0,1.6500000000000001,198.51190476190476,PM2.5,Spring
Aotizhongxin,2013-03-22,2013,3,22,90.41666666666667,144.58333333333334,26.041666666666668,70.375,979.125,58.375,6.304166666666667,1011.5583333333334,-4.5375000000000005,0.0,2.5500000000000003,119.27083333333334,PM2.5,Spring
Aotizhongxin,2013-03-23,2013,3,23,52.75,88.66666666666667,29.708333333333332,57.625,1312.4583333333333,66.25,4.770833333333333,1008.5041666666666,-6.291666666666667,0.0,2.4125,72.1875,PM2.5,Spring
Aotizhongxin,2013-03-24,2013,3,24,18.541666666666668,37.625,12.208333333333334,35.5,1300.0,74.625,5.1125,1016.2583333333333,-12.9,0.0,2.6916666666666664,44.375,NO2,Spring
Aotizhongxin,2013-03-25,2013,3,25,102.25,143.33333333333334,52.5,87.25,1266.625,60.503475,5.15,1015.3000000000001,-5.375,0.0,1.9166666666666667,134.0625,PM2.5,Spring
Aotizhongxin,2013-03-26,2013,3,26,187.45833333333334,251.33333333333334,75.08333333333333,106.29166666666667,1741.2708333333333,47.0,6.8,1007.5666666666666,-0.7958333333333334,0.0,1.6624999999999999,237.45833333333334,PM2.5,Spring
Aotizhongxin,2013-03-27,2013,3,27,91.625,122.91666666666667,23.5625,42.958333333333336,849.9166666666666,85.325675,10.879166666666668,1005.1583333333333,-4.570833333333334,0.0,2.845833333333333,120.78125,PM2.5,Spring
Aotizhongxin,2013-03-28,2013,3,28,28.333333333333332,54.791666666666664,12.666666666666666,39.833333333333336,595.7916666666666,80.125,7.879166666666666,1015.5666666666666,-10.241666666666667,0.0,2.225,52.39583333333333,PM10,Spring
Aotizhongxin,2013-03-29,2013,3,29,87.875,140.41666666666666,47.166666666666664,88.5,1608.0625,42.5,6.208333333333333,1016.2791666666667,-5.3,0.0,1.570833333333333,116.09375,PM2.5,Spring
Aotizhongxin,2013-03-30,2013,3,30,79.54166666666667,111.16666666666667,62.083333333333336,68.20833333333333,1666.4583333333333,67.625,6.45,1016.8208333333333,-2.529166666666667,0.0,1.7375,105.67708333333334,PM2.5,Spring
Aotizhongxin,2013-03-31,2013,3,31,174.25,194.0,14.625,72.66666666666667,1333.0,37.75,5.570833333333333,1013.1166666666667,2.475,0.0,1.4958333333333333,224.25,PM2.5,Spring
Aotizhongxin,2013-04-01,2013,4,1,94.91666666666667,112.58333333333333,17.125,39.083333333333336,1208.1666666666667,90.625,10.458333333333334,1011.7041666666668,-4.6875,0.0,3.0708333333333333,124.89583333333334,PM2.5,Spring
Aotizhongxin,2013-04-02,2013,4,2,99.58333333333333,140.54166666666666,40.0,68.95833333333333,1316.5416666666667,104.25,10.0375,1011.4083333333333,-1.4958333333333333,0.0,1.9166666666666667,130.72916666666666,PM2.5,Spring
Aotizhongxin,2013-04-03,2013,4,3,124.16666666666667,204.58333333333334,50.75,87.70833333333333,1454.0416666666667,96.0,11.916666666666666,1006.7541666666666,0.029166666666666664,0.0,1.8291666666666666,163.0952380952381,PM2.5,Spring
Aotizhongxin,2013-04-04,2013,4,4,66.66666666666667,110.75,62.125,84.58333333333333,2270.4583333333335,55.0,7.758333333333333,1009.1208333333334,-0.09166666666666672,0.3416666666666666,1.5541666666666665,102.29166666666666,NO2,Spring
Aotizhongxin,2013-04-05,2013,4,5,54.666666666666664,49.583333333333336,12.041666666666666,41.083333333333336,1179.0416666666667,73.5,8.520833333333334,1013.2833333333333,-0.5125000000000001,0.09999999999999999,2.4458333333333333,74.58333333333333,PM2.5,Spring
Aotizhongxin,2013-04-06,2013,4,6,11.0,23.083333333333332,7.708333333333333,27.041666666666668,458.3333333333333,81.625,8.558333333333334,1010.8375,-6.8625,0.0,1.8666666666666665,40.8125,O3,Spring
Aotizhongxin,2013-04-07,2013,4,7,79.25,126.83333333333333,41.666666666666664,71.875,1254.0833333333333,55.875,8.845833333333333,1002.3958333333334,-0.6083333333333333,0.0,1.6708333333333334,105.3125,PM2.5,Spring
Aotizhongxin,2013-04-08,2013,4,8,25.833333333333332,123.83333333333333,7.625,21.375,450.0,79.625,9.020833333333334,1007.1958333333333,-10.904166666666667,0.0,4.725,86.91666666666666,PM10,Spring
Aotizhongxin,2013-04-09,2013,4,9,11.791666666666666,28.916666666666668,5.708333333333333,14.416666666666666,408.3333333333333,84.5,8.049999999999999,1014.6041666666666,-9.129166666666666,0.0,3.9625,42.25,O3,Spring
Aotizhongxin,2013-04-10,2013,4,10,12.75,30.0,6.583333333333333,32.458333333333336,500.0,79.0398,7.7749999999999995,1014.0333333333333,-8.325000000000001,0.0,2.595833333333333,40.57291666666667,NO2,Spring
Aotizhongxin,2013-04-11,2013,4,11,22.916666666666668,63.708333333333336,10.636866666666666,61.52594166666666,727.0833333333334,86.18872499999999,9.7875,1012.8083333333334,-7.933333333333334,0.0,2.1458333333333335,76.90742708333332,NO2,Spring
Aotizhongxin,2013-04-12,2013,4,12,53.833333333333336,135.04166666666666,23.48183333333333,87.80354583333333,804.1666666666666,63.1706,14.737499999999999,1006.7875,-2.1958333333333333,0.0,1.9916666666666665,103.90177291666666,NO2,Spring
Aotizhongxin,2013-04-13,2013,4,13,61.583333333333336,136.79166666666666,27.208333333333332,53.5,754.1666666666666,79.0,17.379166666666666,999.0958333333333,0.1333333333333333,0.0,3.0749999999999997,93.39583333333333,PM10,Spring
Aotizhongxin,2013-04-14,2013,4,14,34.875,109.375,13.875,41.5,637.5,83.75,11.9375,1004.5541666666667,-2.829166666666666,0.0,2.3958333333333335,79.6875,PM10,Spring
Aotizhongxin,2013-04-15,2013,4,15,74.70833333333333,181.95833333333334,50.541666666666664,74.29166666666667,1399.8333333333333,83.125,12.720833333333333,997.7291666666666,1.3666666666666665,0.0,1.7791666666666668,115.97916666666667,PM10,Spring
Aotizhongxin,2013-04-16,2013,4,16,57.041666666666664,161.08333333333334,33.333333333333336,49.458333333333336,979.0833333333334,93.8125,14.529166666666667,1001.2083333333334,0.5875,0.0,2.3833333333333333,105.54166666666667,PM10,Spring
Aotizhongxin,2013-04-17,2013,4,17,47.958333333333336,90.375,20.875,52.708333333333336,683.3333333333334,79.65625,12.358333333333334,1005.9125,-1.0958333333333334,0.0,2.095833333333333,70.1875,PM10,Spring
Aotizhongxin,2013-04-18,2013,4,18,11.041666666666666,42.416666666666664,4.4285,28.932125,352.0833333333333,83.076125,11.020833333333334,1017.2041666666668,-11.616666666666667,0.0,2.5208333333333335,42.416666666666664,PM10,Spring
Aotizhongxin,2013-04-19,2013,4,19,49.583333333333336,86.95833333333333,20.708333333333332,56.416666666666664,758.3333333333334,59.875,6.195833333333333,1018.6583333333333,-1.2458333333333333,0.012500000000000002,2.704166666666667,70.52083333333333,NO2,Spring
Aotizhongxin,2013-04-20,2013,4,20,69.58333333333333,83.625,11.125,55.125,691.6666666666666,95.5,8.920833333333333,1015.3583333333332,0.7624999999999998,0.0,2.0791666666666666,93.22916666666666,PM2.5,Spring
Aotizhongxin,2013-04-21,2013,4,21,127.04166666666667,159.625,28.9577,71.17055,995.7916666666666,67.25,11.870833333333332,1012.3625000000001,3.295833333333333,0.0,2.2916666666666665,167.20238095238096,PM2.5,Spring
Aotizhongxin,2013-04-22,2013,4,22,172.70833333333334,183.375,46.61233333333333,66.92082916666666,1168.7083333333333,38.5,12.283333333333333,1008.3333333333334,6.233333333333333,0.0,1.7,222.70833333333334,PM2.5,Spring
Aotizhongxin,2013-04-23,2013,4,23,183.83333333333334,191.79166666666666,28.083333333333332,62.25,1195.75,28.5,11.7875,1005.6999999999999,7.670833333333333,0.0,1.3583333333333334,233.83333333333334,PM2.5,Spring
Aotizhongxin,2013-04-24,2013,4,24,89.04166666666667,116.79166666666667,14.791666666666666,39.583333333333336,887.4583333333334,76.0,15.358333333333334,1005.2041666666668,2.2583333333333333,0.0,1.9291666666666665,117.55208333333334,PM2.5,Spring
Aotizhongxin,2013-04-25,2013,4,25,12.166666666666666,39.083333333333336,5.708333333333333,39.208333333333336,425.0,86.5,14.9125,1007.4791666666666,-3.283333333333333,0.0,2.3000000000000003,49.01041666666667,NO2,Spring
Aotizhongxin,2013-04-26,2013,4,26,65.125,150.04166666666666,36.25,79.25,1041.625,102.625,16.1875,1004.4499999999999,2.2041666666666666,0.0,1.3416666666666668,100.02083333333333,PM10,Spring
Aotizhongxin,2013-04-27,2013,4,27,64.5,128.5,46.53213333333333,68.89655,947.9166666666666,130.875,17.804166666666667,1005.2333333333332,3.7125,0.0,1.4375,89.25,PM10,Spring
Aotizhongxin,2013-04-28,2013,4,28,71.95833333333333,118.91666666666667,55.0,60.291666666666664,1616.4583333333333,118.375,16.254166666666666,1004.7708333333334,4.391666666666667,0.0,1.2874999999999999,96.19791666666666,PM2.5,Spring
Aotizhongxin,2013-04-29,2013,4,29,14.625,61.5,6.916666666666667,24.125,356.25,101.4367,20.116666666666667,1006.4499999999999,-2.975,0.0,2.254166666666667,55.75,PM10,Spring
Aotizhongxin,2013-04-30,2013,4,30,17.791666666666668,54.458333333333336,7.5,43.5,379.1666666666667,98.375,20.716666666666665,1008.2708333333334,-3.4625,0.0,1.5833333333333333,54.375,NO2,Spring
Aotizhongxin,2013-05-01,2013,5,1,35.125,91.25,20.5,47.875,564.5833333333334,82.16666666666667,17.404166666666665,1009.4708333333333,2.4499999999999997,0.0,1.9541666666666666,70.625,PM10,Spring
Aotizhongxin,2013-05-02,2013,5,2,80.91666666666667,127.375,44.291666666666664,64.08333333333333,999.9166666666666,112.16666666666667,19.229166666666668,1006.3166666666666,5.170833333333333,0.0,1.75,107.39583333333334,PM2.5,Spring
Aotizhongxin,2013-05-03,2013,5,3,85.16666666666667,75.66666666666667,27.375,30.375,670.8333333333334,137.25,18.129166666666666,1011.1916666666666,7.233333333333333,0.0,2.0791666666666666,112.70833333333334,PM2.5,Spring
Aotizhongxin,2013-05-04,2013,5,4,101.95833333333333,121.41666666666667,29.541666666666668,37.208333333333336,637.5,138.5,18.779166666666665,1010.7708333333334,8.933333333333334,0.0,1.8625,133.69791666666666,PM2.5,Spring
Aotizhongxin,2013-05-05,2013,5,5,197.41666666666666,241.875,47.541666666666664,72.16666666666667,1366.625,164.5,20.587500000000002,1010.6,11.991666666666667,0.0,1.4333333333333333,247.41666666666666,PM2.5,Spring
Aotizhongxin,2013-05-06,2013,5,6,221.375,253.79166666666666,34.833333333333336,50.25,1406.2083333333333,204.57855,22.933333333333334,1008.6791666666667,13.174999999999999,0.0,1.5250000000000001,271.375,PM2.5,Spring
Aotizhongxin,2013-05-07,2013,5,7,178.66666666666666,230.75,51.791666666666664,85.79166666666667,1404.0833333333333,201.0,23.241666666666664,1009.1999999999999,12.433333333333332,0.0,1.4583333333333333,228.66666666666666,PM2.5,Spring
Aotizhongxin,2013-05-08,2013,5,8,130.04166666666666,160.08333333333334,73.125,65.04166666666667,1397.8333333333333,160.0,20.070833333333333,1008.2291666666666,12.65,0.029166666666666664,1.6208333333333333,171.48809523809524,PM2.5,Spring
Aotizhongxin,2013-05-09,2013,5,9,52.0,68.16666666666667,21.833333333333332,62.875,497.9166666666667,84.625,17.6875,1004.0124999999999,12.049999999999999,0.0,1.0916666666666666,78.59375,NO2,Spring
Aotizhongxin,2013-05-10,2013,5,10,50.958333333333336,98.79166666666667,16.583333333333332,59.5,545.8333333333334,102.25,21.383333333333336,996.0833333333334,4.891666666666667,0.0,2.3291666666666666,74.39583333333334,PM10,Spring
Aotizhongxin,2013-05-11,2013,5,11,43.083333333333336,133.16666666666666,20.666666666666668,71.16666666666667,522.9166666666666,100.5,22.795833333333334,990.0333333333333,3.0541666666666667,0.0,1.7041666666666666,91.58333333333333,PM10,Spring
Aotizhongxin,2013-05-12,2013,5,12,36.0,105.70833333333333,22.916666666666668,63.416666666666664,520.8333333333334,127.375,22.233333333333334,994.4916666666667,1.5374999999999999,0.0,1.3833333333333335,79.27083333333333,NO2,Spring
Aotizhongxin,2013-05-13,2013,5,13,85.83333333333333,181.91666666666666,69.79166666666667,87.58333333333333,1595.625,142.125,21.1125,996.7916666666666,6.604166666666667,0.0,1.3875,115.95833333333333,PM10,Spring
Aotizhongxin,2013-05-14,2013,5,14,49.083333333333336,121.0,20.791666666666668,50.458333333333336,687.4166666666666,124.75,23.037499999999998,1002.5375,5.991666666666667,0.0,1.8333333333333333,85.5,PM10,Spring
Aotizhongxin,2013-05-15,2013,5,15,63.208333333333336,161.0,64.79166666666667,65.70833333333333,1383.25,191.125,21.991666666666664,1010.4416666666666,8.341666666666667,0.0,1.4875,128.29545454545453,O3,Spring
Aotizhongxin,2013-05-16,2013,5,16,133.35416666666666,118.08333333333333,34.416666666666664,61.458333333333336,860.375,180.75,21.204166666666666,1010.975,11.158333333333333,0.0,1.6041666666666667,176.22023809523807,PM2.5,Spring
Aotizhongxin,2013-05-17,2013,5,17,105.33333333333333,138.91666666666666,33.5,53.333333333333336,1233.125,158.375,20.787499999999998,1005.9375,13.429166666666667,0.0,1.55,137.91666666666666,PM2.5,Spring
Aotizhongxin,2013-05-18,2013,5,18,119.54166666666667,154.79166666666666,20.833333333333332,52.541666666666664,1104.0416666666667,135.75,20.733333333333334,1000.4916666666667,15.1875,0.0,2.2666666666666666,156.48809523809524,PM2.5,Spring
Aotizhongxin,2013-05-19,2013,5,19,56.208333333333336,172.29166666666666,11.458333333333334,26.333333333333332,512.5,119.875,20.620833333333334,995.0958333333333,4.983333333333333,0.0,3.0749999999999997,111.14583333333333,PM10,Spring
Aotizhongxin,2013-05-20,2013,5,20,38.958333333333336,145.45833333333334,21.0,50.25,399.40353881278537,134.65445,20.833333333333332,995.0124999999999,3.3208333333333333,0.0,3.25,97.72916666666667,PM10,Spring
Aotizhongxin,2013-05-21,2013,5,21,97.08333333333333,238.75,44.708333333333336,78.58333333333333,770.9383561643835,184.131675,22.204166666666666,994.0208333333334,11.504166666666668,0.0,1.3916666666666666,144.375,PM10,Spring
Aotizhongxin,2013-05-22,2013,5,22,59.708333333333336,141.54166666666666,42.666666666666664,76.5,1296.63698630137,167.85247500000003,22.208333333333332,1004.9166666666666,9.933333333333334,0.0,1.1666666666666667,107.13861363636366,O3,Spring
Aotizhongxin,2013-05-23,2013,5,23,62.416666666666664,139.25,36.083333333333336,96.04166666666667,1752.3127853881278,168.8356,22.65833333333333,1004.6041666666666,10.866666666666667,0.0,1.0250000000000001,108.03236363636364,O3,Spring
Aotizhongxin,2013-05-24,2013,5,24,103.95833333333333,177.25,20.708333333333332,75.29166666666667,1462.4166666666667,135.25,23.766666666666666,1006.3666666666667,13.854166666666666,0.0,1.3791666666666667,136.19791666666666,PM2.5,Spring
Aotizhongxin,2013-05-25,2013,5,25,59.791666666666664,121.20833333333333,31.041666666666668,62.458333333333336,879.1666666666666,204.125,24.349999999999998,1004.9041666666667,14.095833333333333,0.0,1.3666666666666665,140.11363636363637,O3,Spring
Aotizhongxin,2013-05-26,2013,5,26,97.33333333333333,118.58333333333333,12.0,55.625,1366.4583333333333,121.5,21.0375,1003.2291666666666,17.391666666666666,0.024999999999999998,1.3375000000000001,127.91666666666666,PM2.5,Spring
Aotizhongxin,2013-05-27,2013,5,27,67.29166666666667,83.0,7.166666666666667,53.625,787.5,58.0,18.770833333333332,1002.1208333333334,16.420833333333334,0.10833333333333334,1.0958333333333334,90.36458333333334,PM2.5,Spring
Aotizhongxin,2013-05-28,2013,5,28,70.41666666666667,87.125,3.375,70.08333333333333,929.125,41.5,19.641666666666666,1000.1125000000001,16.154166666666665,0.07916666666666666,1.7249999999999999,94.27083333333334,PM2.5,Spring
Aotizhongxin,2013-05-29,2013,5,29,15.125,57.958333333333336,5.375,31.5,275.0,114.375,23.995833333333334,1003.8666666666667,4.2749999999999995,0.0,2.6125000000000003,61.33474576271186,O3,Spring
Aotizhongxin,2013-05-30,2013,5,30,55.166666666666664,139.45833333333334,20.75,81.54166666666667,631.25,198.506825,24.90833333333333,1000.5124999999999,8.758333333333333,0.0,2.4499999999999997,135.00620454545452,O3,Spring
Aotizhongxin,2013-05-31,2013,5,31,94.70833333333333,158.5,32.25,52.833333333333336,818.75,201.17647499999998,24.2625,997.0124999999999,15.6625,0.0,1.7583333333333335,137.43315909090907,O3,Spring
Aotizhongxin,2013-06-01,2013,6,1,69.95833333333333,123.0,9.25,61.041666666666664,570.8333333333334,153.92647499999998,24.675,1000.9541666666668,9.8375,0.0,1.3,94.85294491525423,O3,Summer
Aotizhongxin,2013-06-02,2013,6,2,153.70833333333334,183.875,15.375,67.70833333333333,1545.75,116.875,21.958333333333332,999.1875,16.45,0.0,1.1291666666666667,203.70833333333334,PM2.5,Summer
Aotizhongxin,2013-06-03,2013,6,3,118.45833333333333,156.20833333333334,14.541666666666666,78.75,1266.5833333333333,225.0,24.991666666666664,999.3791666666666,15.933333333333332,0.0,1.0583333333333333,160.0,O3,Summer
Aotizhongxin,2013-06-04,2013,6,4,123.33333333333333,166.83333333333334,13.0,88.58333333333333,1670.6666666666667,138.25,20.566666666666666,1006.1750000000001,16.979166666666668,0.5833333333333334,1.3416666666666668,161.9047619047619,PM2.5,Summer
Aotizhongxin,2013-06-05,2013,6,5,122.79166666666667,118.0,3.0,55.541666666666664,1537.2916666666667,52.25,18.95,1006.4583333333334,18.125,0.2916666666666667,0.9249999999999999,161.13095238095238,PM2.5,Summer
Aotizhongxin,2013-06-06,2013,6,6,126.79166666666667,136.95833333333334,3.75,58.541666666666664,2270.375,24.0,19.2375,1004.7666666666668,18.245833333333334,0.012500000000000002,0.9,166.8452380952381,PM2.5,Summer
Aotizhongxin,2013-06-07,2013,6,7,121.66666666666667,131.54166666666666,5.791666666666667,67.875,2253.7083333333335,8.375,20.129166666666666,1003.0291666666667,19.129166666666666,0.7791666666666667,0.9166666666666666,159.52380952380952,PM2.5,Summer
Aotizhongxin,2013-06-08,2013,6,8,169.91666666666666,197.29166666666666,7.458333333333333,81.16666666666667,2528.9166666666665,9.125,19.870833333333334,1002.2291666666666,19.3875,0.08333333333333333,0.8875000000000001,219.91666666666666,PM2.5,Summer
Aotizhongxin,2013-06-09,2013,6,9,47.875,54.666666666666664,5.726133333333333,65.57535,954.0833333333334,35.78385,17.804166666666667,1005.0749999999999,17.120833333333334,0.5625,1.4749999999999999,81.9691875,NO2,Summer
Aotizhongxin,2013-06-10,2013,6,10,23.458333333333332,36.416666666666664,5.125,70.08333333333333,537.5,91.375,20.591666666666665,1006.9291666666667,15.229166666666666,0.004166666666666667,0.9916666666666667,87.60416666666666,NO2,Summer
Aotizhongxin,2013-06-11,2013,6,11,62.458333333333336,88.95833333333333,5.75,88.25,545.8333333333334,124.375,20.916666666666668,1002.9208333333332,15.404166666666667,0.30833333333333335,1.4291666666666665,104.125,NO2,Summer
Aotizhongxin,2013-06-12,2013,6,12,60.125,71.70833333333333,13.833333333333334,69.08333333333333,824.9583333333334,189.375,21.34583333333333,1002.3333333333334,15.358333333333334,0.004166666666666667,1.3958333333333333,126.70454545454545,O3,Summer
Aotizhongxin,2013-06-13,2013,6,13,112.70833333333333,139.375,32.291666666666664,84.58333333333333,1199.7916666666667,223.0,23.97083333333333,1002.7541666666666,16.5625,0.0,1.4541666666666666,158.0,O3,Summer
Aotizhongxin,2013-06-14,2013,6,14,109.95833333333333,160.25,33.875,78.95833333333333,804.1666666666666,246.625,26.2,1002.4208333333332,14.2875,0.0,1.9666666666666668,181.625,O3,Summer
Aotizhongxin,2013-06-15,2013,6,15,126.58333333333333,186.75,37.833333333333336,109.0,1345.7083333333333,198.625,25.400000000000002,1001.5291666666667,16.6125,0.0,1.1083333333333334,166.54761904761904,PM2.5,Summer
Aotizhongxin,2013-06-16,2013,6,16,172.83333333333334,184.08333333333334,36.875,91.08333333333333,1808.0833333333333,169.625,22.366666666666664,998.2666666666668,19.066666666666666,0.041666666666666664,1.2666666666666666,222.83333333333334,PM2.5,Summer
Aotizhongxin,2013-06-17,2013,6,17,43.583333333333336,57.333333333333336,8.5,56.0,562.4583333333334,153.125,25.866666666666664,996.0500000000001,17.654166666666665,0.0,1.3375000000000001,94.17372881355932,O3,Summer
Aotizhongxin,2013-06-18,2013,6,18,48.125,99.29166666666667,14.416666666666666,90.875,641.6666666666666,154.125,27.120833333333334,992.2375000000001,17.466666666666665,0.0,1.5083333333333335,105.4375,NO2,Summer
Aotizhongxin,2013-06-19,2013,6,19,52.416666666666664,84.66666666666667,18.976033333333334,59.1893,735.2708333333334,191.71631250000002,28.4875,997.1291666666666,17.170833333333334,0.0,1.1166666666666667,128.8330113636364,O3,Summer
Aotizhongxin,2013-06-20,2013,6,20,56.208333333333336,92.875,20.278633333333335,97.48921250000001,364.3880208333333,152.13603750000001,25.849999999999998,1001.8208333333333,19.575,0.0,0.8541666666666666,108.74460625,NO2,Summer
Aotizhongxin,2013-06-21,2013,6,21,50.916666666666664,102.08333333333333,13.1376,81.452775,512.7604166666666,135.85635,25.395833333333332,1003.8208333333333,18.916666666666668,0.0,1.7874999999999999,100.7263875,NO2,Summer
Aotizhongxin,2013-06-22,2013,6,22,50.041666666666664,64.16666666666667,3.6176,62.4881875,750.2604166666666,88.330725,21.229166666666668,1002.875,19.483333333333334,0.23750000000000002,1.1833333333333333,78.110234375,NO2,Summer
Aotizhongxin,2013-06-23,2013,6,23,57.0,62.708333333333336,8.7822,63.42059166666667,987.7604166666666,210.39795,25.708333333333332,998.2583333333333,18.045833333333334,0.0,1.4083333333333332,145.8163181818182,O3,Summer
Aotizhongxin,2013-06-24,2013,6,24,109.625,126.83333333333333,8.6989,60.14434583333334,1225.2604166666667,202.713525,24.454166666666666,996.7624999999999,20.316666666666666,0.22083333333333333,1.2958333333333334,143.28125,PM2.5,Summer
Aotizhongxin,2013-06-25,2013,6,25,117.95833333333333,112.375,14.55965,60.83723333333333,1462.7604166666667,139.1362875,21.96666666666667,994.85,20.754166666666666,0.04583333333333334,1.0875000000000001,154.22619047619048,PM2.5,Summer
Aotizhongxin,2013-06-26,2013,6,26,151.6875,148.54166666666666,11.084850000000001,59.579770833333335,1700.2604166666667,213.8787,26.03333333333333,991.5958333333333,21.545833333333334,0.0,1.5374999999999999,201.6875,PM2.5,Summer
Aotizhongxin,2013-06-27,2013,6,27,84.54166666666667,111.0,11.935699999999999,68.81827083333333,1937.7604166666667,223.46415000000002,27.816666666666666,992.5583333333334,19.270833333333332,0.0,1.5541666666666665,158.46415000000002,O3,Summer
Aotizhongxin,2013-06-28,2013,6,28,318.0,329.4583333333333,32.145983333333334,75.95463333333333,2369.0390625,149.94669375,25.204166666666666,995.5749999999999,22.016666666666666,0.7083333333333334,1.125,381.6,PM2.5,Summer
Aotizhongxin,2013-06-29,2013,6,29,101.83333333333333,106.79166666666667,10.291666666666666,61.333333333333336,1503.9166666666667,76.25000000000001,22.691666666666666,998.8625000000001,21.233333333333334,0.0375,1.0583333333333333,133.54166666666666,PM2.5,Summer
