date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,month,season
2013-03-15,205.0208333333333,223.27430555555554,68.0625,103.89583333333333,2184.421875,65.375,5.8374999999999995,1014.1614583333334,-1.4989583333333334,0.0,1.1090277777777777,3,Spring
2013-03-16,238.13194444444443,234.29513888888889,64.65972222222221,94.98958333333333,2330.269097222222,103.08333333333333,9.349305555555556,1016.4364583333332,0.08749999999999998,0.0,1.6520833333333333,3,Spring
2013-03-17,284.1875,290.5625,68.02083333333333,113.24305555555556,2554.0713897255687,104.45833333333333,9.702083333333334,1001.6107638888889,2.38125,0.0,1.1107638888888889,3,Spring
2013-03-18,69.46875,98.0625,13.739583333333334,39.18055555555555,911.5693607764391,104.92708333333333,8.2625,1000.8982638888889,-10.37013888888889,0.00104166666666665,3.6121527777777778,3,Spring
2013-03-19,36.51736111111111,36.74999999999999,9.072916666666666,41.26736111111111,809.4133617804551,52.8614375,1.8600694444444443,1008.6409722222223,-1.4972222222222225,0.3079861111111111,1.835416666666667,3,Spring
2013-03-20,46.833333333333336,43.90277777777777,10.895833333333334,38.232638888888886,890.3642904953145,67.59375,1.4909722222222221,1016.8503472222222,-3.7274305555555554,0.2788194444444444,1.7961805555555557,3,Spring
2013-03-21,134.32638888888889,142.86111111111111,23.78125,72.57118055555556,1363.0208333333333,44.916666666666664,3.7826388888888887,1004.6003472222222,-2.323611111111111,0.0,1.4625000000000001,3,Spring
2013-03-22,76.0763888888889,117.1388888888889,21.493055555555554,51.881944444444436,863.8680555555555,73.47916666666667,6.462847222222223,1011.2819444444444,-6.2131944444444445,0.0,2.4364583333333334,3,Spring
2013-03-23,50.270833333333336,77.21527777777779,25.805555555555554,48.90277777777777,1080.4583333333333,72.0,4.540277777777778,1008.3097222222223,-7.322916666666667,0.0,2.6538194444444443,3,Spring
2013-03-24,17.121527777777775,29.92361111111111,9.190972222222223,29.228395061728392,484.8958333333333,83.53424791666667,4.777430555555555,1015.9409722222222,-14.228125,0.0,2.2246527777777776,3,Spring
2013-03-25,98.06597222222223,126.0,40.008836111111115,69.57305459104938,1181.3333333333333,71.85863541666667,5.0420138888888895,1015.0177083333333,-6.852083333333333,0.0,1.71875,3,Spring
2013-03-26,178.85763888888889,214.88715277777774,57.18055555555555,82.76388888888889,1712.2430555555557,51.226108333333336,7.195833333333333,1007.2197916666668,-1.9170138888888888,0.0,1.4638888888888888,3,Spring
2013-03-27,93.57291666666667,119.24131944444444,16.897569444444443,42.239583333333336,990.3819444444443,92.36047291666667,10.803472222222224,1004.803125,-5.216319444444444,0.0,2.766666666666666,3,Spring
2013-03-28,24.006944444444443,44.51215277777777,7.705175,32.59492465277778,534.5416666666666,90.38110632183907,7.90625,1015.0590277777778,-12.497222222222222,0.0,2.184027777777778,3,Spring
2013-03-29,73.29861111111111,111.50520833333333,31.155944444444444,65.12984131944445,1370.3159722222224,66.04956896551724,5.952083333333333,1015.9052083333332,-6.933680555555555,0.0,1.806597222222222,3,Spring
2013-03-30,77.66319444444444,105.86458333333333,52.704861111111114,55.00347222222222,1606.0347222222224,84.76227183908047,6.232986111111111,1016.4288194444443,-3.8208333333333333,0.0,1.9388888888888889,3,Spring
2013-03-31,166.26041666666666,183.63541666666666,19.270833333333332,63.888888888888886,1351.7291666666667,57.90122126436782,5.369097222222222,1012.7798611111111,2.185763888888889,0.0,1.5413194444444445,3,Spring
2013-04-01,101.17708333333333,123.5,24.216247222222222,44.294495833333336,1353.8524305555554,95.66382575757575,10.494444444444445,1011.2715277777778,-4.939236111111112,0.0,2.9010416666666665,4,Spring
2013-04-02,93.25694444444444,125.4861111111111,33.201388888888886,58.93923611111111,1254.189236111111,118.63541666666667,10.35625,1010.9878472222222,-3.6732638888888887,0.0,1.757986111111111,4,Spring
2013-04-03,121.8923611111111,190.81944444444443,38.6875,73.13020833333333,1454.4965277777776,120.56133541666667,11.825694444444444,1006.2916666666666,-1.3177083333333333,0.0,2.0170138888888887,4,Spring
2013-04-04,63.614583333333336,93.87152777777777,44.57986111111111,67.93055555555556,1993.6493055555554,71.13425208333334,7.885416666666667,1008.6628472222222,-0.68125,0.3298611111111111,1.4788194444444445,4,Spring
2013-04-05,56.545138888888886,48.81597222222222,10.618055555555555,36.90798611111111,1164.9340277777778,80.09375,8.595833333333333,1012.6833333333334,-1.4604166666666665,0.08090277777777773,2.7003472222222222,4,Spring
2013-04-06,12.260416666666666,22.196180555555554,6.222222222222222,30.549045138888886,453.8159722222222,90.93857916666667,8.654861111111112,1010.404513888889,-8.917708333333334,0.0,2.027083333333333,4,Spring
2013-04-07,76.96875,113.2951388888889,34.95486111111111,64.88151041666667,1231.9965277777778,71.57459791666666,8.858680555555555,1001.9729166666667,-2.040625,0.0013888888888888666,1.8621527777777775,4,Spring
2013-04-08,27.326388888888886,107.01041666666667,5.527777777777778,19.71660539215686,379.6875,127.06465473484847,8.986111111111112,1006.5621527777777,-12.103819444444445,0.0,5.375694444444445,4,Spring
2013-04-09,12.579861111111112,28.680555555555557,4.479166666666667,15.220894607843137,345.8333333333333,136.13735662878787,8.067361111111111,1014.0107638888888,-10.213194444444445,0.0,4.0093749999999995,4,Spring
2013-04-10,13.333333333333334,25.90625,4.9945055555555555,27.93117951388889,426.06646825396825,89.37203749999999,7.8368055555555545,1013.4913194444443,-10.030208333333333,0.0,2.8920138888888887,4,Spring
2013-04-11,19.215277777777775,43.50868055555555,7.253894444444445,49.13160138888889,619.233878968254,96.86079374999998,10.05,1012.2520833333333,-10.527430555555556,0.0,2.205208333333333,4,Spring
2013-04-12,55.694444444444436,105.86458333333333,19.591641666666664,70.54708125,843.8923611111112,79.23769791666666,14.416666666666666,1006.3187499999999,-4.569097222222223,0.0,1.6972222222222222,4,Spring
2013-04-13,59.770833333333336,111.69444444444446,18.528730555555555,48.78170486111111,737.6319444444445,90.57177708333334,17.119444444444444,998.6072916666667,-1.23125,0.0,3.107638888888889,4,Spring
2013-04-14,39.96527777777778,89.82291666666667,12.256936111111111,38.193866071428566,530.7222222222223,99.875,12.203472222222222,1004.0875,-6.332986111111111,0.0,2.225,4,Spring
2013-04-15,78.84201388888889,151.14236111111111,43.90766111111111,63.94001066468254,1353.8177083333333,108.1044,12.486458333333331,997.3111111111111,-0.04548611111111117,0.0,2.076041666666667,4,Spring
2013-04-16,61.395833333333336,129.32986111111111,27.353380555555557,41.355614930555554,956.3541666666666,106.81770833333333,14.262500000000001,1000.7715277777778,-0.6552083333333333,0.0,2.3375,4,Spring
2013-04-17,49.890625,75.01736111111111,17.73263888888889,38.986101041666664,691.3194444444445,98.7109375,11.99201388888889,1005.5749999999999,-2.470486111111111,0.0,2.281597222222222,4,Spring
2013-04-18,9.822916666666666,32.39409722222222,3.8189138888888885,17.568468055555556,280.08432539682536,95.06661041666666,10.830555555555556,1016.7020833333335,-13.576388888888891,0.0,2.6805555555555554,4,Spring
2013-04-19,44.68055555555555,73.91319444444444,16.73156388888889,39.15762118055555,737.9608134920635,78.22916666666667,6.544444444444444,1018.2125,-2.1659722222222224,0.007291666666666659,2.492013888888889,4,Spring
2013-04-20,72.70833333333333,77.98958333333333,9.991319444444445,43.631944444444436,737.1527777777778,112.94791666666667,9.144444444444444,1014.8579861111111,-0.12326388888888894,0.0,1.820833333333333,4,Spring
2013-04-21,119.28819444444444,141.38541666666666,27.557213888888885,58.968155208333336,1046.3090277777778,97.40706041666665,12.010069444444445,1011.9524305555556,2.2729166666666667,0.0,1.9763888888888888,4,Spring
2013-04-22,158.80208333333334,172.7222222222222,43.91908333333333,60.281596875,1205.267361111111,76.92154166666667,12.38298611111111,1007.9579861111112,5.437152777777778,0.0,1.6645833333333335,4,Spring
2013-04-23,181.35590277777774,179.8767361111111,23.51386111111111,63.51252291666666,1294.6909722222222,38.15625,11.802430555555555,1005.2736111111111,7.420833333333333,0.009374999999999982,1.4326388888888888,4,Spring
2013-04-24,83.1111111111111,98.76909722222223,8.652275000000001,43.93676827651515,972.3159722222223,82.6875,15.361805555555556,1004.6690972222223,1.0256944444444445,0.0,2.5336805555555553,4,Spring
2013-04-25,13.256944444444445,36.24652777777778,4.596972222222223,31.984718008207068,409.8888888888889,93.05208333333333,15.795833333333333,1006.928125,-6.2444444444444445,0.0,2.611111111111111,4,Spring
2013-04-26,61.614583333333336,118.32291666666667,26.590277777777775,62.326388888888886,880.5138888888888,127.22916666666667,16.683333333333334,1003.9753472222222,-0.5600694444444445,0.0,1.6027777777777779,4,Spring
2013-04-27,62.05555555555555,114.89583333333333,38.54838055555555,52.31632326388888,1003.2690972222222,157.38197916666667,18.046875,1004.7347222222221,1.5260416666666667,0.0,1.703125,4,Spring
2013-04-28,75.30208333333333,116.20833333333333,51.184661111111105,54.841187847222216,1678.0416666666667,144.03925833333332,16.336111111111112,1004.2361111111112,2.7642361111111113,0.0,1.611111111111111,4,Spring
2013-04-29,17.79513888888889,68.3125,4.762377777777778,29.49988680555555,355.2013888888889,105.65525416666667,21.290972222222223,1005.8003472222222,-6.21875,0.0,2.8406249999999997,4,Spring
2013-04-30,22.696180555555554,60.94704861111111,6.6326058201058204,35.778020025839794,411.0874515503876,110.4375,21.07986111111111,1007.792013888889,-6.459027777777778,0.0,2.078125,4,Spring
2013-05-01,39.34444444444444,87.48854166666666,15.910218253968253,38.416828165374675,610.3722545219638,127.61164010840109,17.557291666666668,1008.978125,0.46388888888888896,0.0,1.6902777777777775,5,Spring
2013-05-02,77.46111111111111,122.51753472222224,40.02211481481481,50.850452503229974,1039.7833494832041,147.71656388888889,19.008680555555554,1005.9718750000001,3.4635416666666665,0.0,2.1263888888888887,5,Spring
2013-05-03,63.326388888888886,80.43055555555556,21.857638888888886,31.381944444444443,816.640625,158.05208333333334,18.11909722222222,1010.6722222222221,6.013194444444444,0.00104166666666665,2.053472222222222,5,Spring
2013-05-04,94.58680555555556,123.7638888888889,23.89729444444444,38.53221666666666,780.0347222222222,159.52403125,19.01423611111111,1010.3510416666668,6.9593750000000005,0.0,1.9128472222222221,5,Spring
2013-05-05,171.78125,220.50694444444443,44.670138888888886,65.14236111111111,1361.5885416666667,208.94791666666666,20.712152777777778,1010.1222222222223,10.750347222222222,0.0,1.3208333333333333,5,Spring
2013-05-06,213.08690523657629,250.8369384635832,33.719444177350425,56.725607188167736,1572.6143540356395,232.16751568509616,23.186458333333334,1008.1788194444445,12.180208333333333,0.0,1.4267361111111112,5,Spring
2013-05-07,155.0233918128655,211.76845760233917,44.49137831196581,69.35071131810898,1352.880503144654,239.92772561097755,23.442708333333332,1008.7329861111111,11.802430555555555,0.0,1.4267361111111112,5,Spring
2013-05-08,142.07114732854865,174.02541866028707,56.879850427350426,60.19451035657051,1517.1777618673257,206.44415164262819,20.518402777777776,1007.7545138888889,11.294097222222222,0.009374999999999975,1.6815972222222222,5,Spring
2013-05-09,54.52515284423179,78.1469630515683,16.92341143162393,47.8345038394765,633.7661912249176,99.10338633814104,17.585763888888888,1003.5590277777778,11.269097222222223,0.0,1.3395833333333333,5,Spring
2013-05-10,47.42533891547049,98.11572966507178,13.76341549145299,42.717577877938034,557.1311582809225,112.00017728365384,21.51597222222222,995.4701388888889,2.759027777777778,0.0,2.428125,5,Spring
2013-05-11,43.838566007381026,123.46321074885947,16.95465566239316,53.87190766078439,511.75051284131473,105.36673177083333,23.744791666666668,989.4635416666666,-0.34722222222222215,0.0,2.145138888888889,5,Spring
2013-05-12,43.79660899076444,115.64362141921048,19.220531944444442,48.77862886680705,569.9638477456873,127.23530500801282,22.451388888888886,994.0232638888889,-1.6315972222222221,0.0,1.4836805555555557,5,Spring
2013-05-13,85.24508317569823,180.4210120637217,57.78074711538461,65.91301355921412,1482.4501004542278,145.8331782451923,21.47673611111111,996.2711805555556,4.968055555555556,0.0,1.4489583333333333,5,Spring
2013-05-14,54.536499867091976,123.05329611908559,18.301478952991452,43.23740458733974,709.4361050035127,127.45375356570513,24.04513888888889,1001.9336805555555,2.7069444444444444,0.0,2.1770833333333335,5,Spring
2013-05-15,62.53811137692716,147.75799109516217,44.964293429487185,53.43160332198183,1189.1294512615268,180.94889583333335,22.333680555555556,1009.9506944444444,6.338541666666667,0.0,1.6510416666666667,5,Spring
2013-05-16,60.23437499999999,113.9548611111111,25.423561111111113,48.05684479166666,960.7598629700046,178.15432291666664,21.242361111111112,1010.5145833333332,9.66388888888889,0.0,1.640625,5,Spring
2013-05-17,112.27430555555554,145.09722222222223,30.461805555555554,51.96527777777777,1170.5554007580774,156.52443125,20.76111111111111,1005.5256944444444,12.346527777777778,0.0,1.5298611111111111,5,Spring
2013-05-18,124.92708333333333,151.89930555555557,24.589474999999997,45.99627222222222,1183.3931672354825,142.0978125,20.885069444444444,1000.0947916666668,14.022569444444445,0.0,2.107986111111111,5,Spring
2013-05-19,55.03472222222222,150.28472222222223,8.965277777777777,29.822916666666668,726.7594722584557,121.62124583333333,20.52673611111111,994.5659722222222,3.581597222222222,0.0,3.1364583333333336,5,Spring
2013-05-20,39.229166666666664,126.13541666666667,13.15922222222222,39.21006944444444,639.8210394109586,133.39409375,21.515277777777772,994.4885416666667,0.45868055555555554,0.0,2.7017361111111113,5,Spring
2013-05-21,95.015625,214.51562499999997,39.107350000000004,61.843851388888886,1190.9621781000399,190.48728229166667,22.806249999999995,993.5013888888889,9.696875,0.0,1.4680555555555557,5,Spring
2013-05-22,74.74305555555556,141.54513888888889,34.07776944444444,60.385558333333336,1322.253015834368,173.82848958333332,22.974305555555556,1004.3704861111111,7.609027777777778,0.0,1.4857638888888889,5,Spring
2013-05-23,72.59895833333333,136.46180555555557,29.315972222222225,73.39583333333333,1489.5569886839958,168.09732708333334,22.999305555555555,1004.0722222222222,8.933333333333334,0.0,1.1392361111111111,5,Spring
2013-05-24,95.17361111111113,154.57291666666666,20.524305555555554,60.84375,1431.2586805555557,142.63541666666666,24.045486111111114,1005.8236111111111,12.61701388888889,0.0017361111111110917,1.6086805555555557,5,Spring
2013-05-25,61.072916666666664,110.32291666666667,24.701388888888886,53.0,986.9236111111112,213.0625,24.58923611111111,1004.4024305555555,12.721874999999999,0.0,1.589236111111111,5,Spring
2013-05-26,99.16666666666667,114.05555555555556,29.364583333333332,48.1875,1436.6840277777776,143.46875,20.99826388888889,1002.729513888889,16.971180555555556,0.0725694444444444,1.840625,5,Spring
2013-05-27,59.65972222222222,60.22222222222222,6.9375,36.104166666666664,880.15625,70.09679687500001,19.054166666666664,1001.546875,15.970138888888888,0.0552083333333333,1.1177083333333333,5,Spring
2013-05-28,74.59027777777779,78.14583333333333,5.508680555555556,53.49652777777778,999.5920138888888,46.552083333333336,19.974999999999998,999.5645833333333,15.67951388888889,0.03958333333333328,1.4614583333333335,5,Spring
2013-05-29,15.989583333333334,50.828125,5.605902777777778,23.769037173202616,281.9444444444444,100.4375,24.43020833333333,1003.1173611111112,2.171875,0.0,3.048611111111111,5,Spring
2013-05-30,53.65277777777778,125.79166666666667,16.67295,60.567246160130715,675.0543981481482,185.4924479166667,25.688541666666666,999.9315972222222,6.565277777777777,0.0,2.2875,5,Spring
2013-05-31,96.22222222222223,154.88888888888889,33.90972222222222,41.99652777777778,908.4108796296297,203.61887291666667,24.77361111111111,996.5572916666666,14.073611111111111,0.0,1.6864583333333334,5,Spring
2013-06-01,69.71180555555556,109.84027777777777,11.131944444444445,44.68407534722221,639.7361111111111,154.75428958333333,25.07569444444444,1000.4250000000001,8.11875,0.0,1.3875,6,Summer
2013-06-02,163.05555555555554,195.39930555555554,38.458333333333336,53.74305555555555,1881.0104166666667,121.65354375,21.987847222222218,998.728125,15.675347222222221,0.0,1.4055555555555557,6,Summer
2013-06-03,125.63194444444444,142.59722222222223,19.51736111111111,51.53125,1388.0347222222224,221.43300208333335,25.654166666666665,998.8538194444445,14.138194444444444,0.0,1.2656249999999998,6,Summer
2013-06-04,126.97916666666667,146.09548611111111,26.201111111111114,59.39200833333334,1877.0,162.92708333333334,20.68298611111111,1005.7479166666667,16.477430555555557,0.6760416666666668,1.6243055555555557,6,Summer
2013-06-05,123.02083333333333,109.02777777777779,6.454861111111111,45.479166666666664,1668.2222222222224,54.625,18.829513888888886,1006.0555555555557,17.872916666666665,0.2125,1.190972222222222,6,Summer
2013-06-06,129.42013888888889,121.96527777777777,9.059027777777777,50.81944444444445,2152.3020833333335,16.88313541666667,19.304861111111112,1004.2111111111112,18.258680555555554,0.022569444444444402,1.0065972222222224,6,Summer
2013-06-07,126.22392676767679,120.15625,9.84375,52.29731944444444,2225.742621527778,7.713541666666667,20.267013888888886,1002.4479166666666,19.146180555555556,0.7520833333333333,0.9913194444444443,6,Summer
2013-06-08,147.78074494949496,159.39236111111111,8.745849999999999,53.53805729166667,2468.396267361111,5.8719166666666665,20.04513888888889,1001.6854166666667,19.29861111111111,0.08993055555555551,0.813888888888889,6,Summer
2013-06-09,43.033522727272725,45.68055555555555,4.586785777777778,38.52266736111111,1009.4244281045752,40.67467291666667,18.155555555555555,1004.553125,16.936458333333334,0.48819444444444443,1.3940972222222223,6,Summer
2013-06-10,20.76388888888889,32.43923611111111,3.8841086666666667,37.032353298611106,583.1732026143791,93.22366666666666,20.523611111111112,1006.4163194444444,14.776388888888889,0.0052083333333333,0.9635416666666666,6,Summer
2013-06-11,52.61805555555555,72.9236111111111,5.121069444444444,45.461640277777775,596.5660440724379,138.92783125,20.850694444444443,1002.3368055555555,14.86875,0.24479166666666663,1.46875,6,Summer
2013-06-12,54.598958333333336,67.69097222222221,14.183472222222221,31.467073611111108,822.5025527009224,195.66513333333333,21.59375,1001.8347222222224,14.438541666666667,0.00104166666666665,1.4840277777777777,6,Summer
2013-06-13,102.515625,130.71875,32.695706944444446,45.67242291666667,1210.73152722881,226.00207708333335,24.302083333333332,1002.2090277777778,15.559027777777779,0.0,1.5079861111111112,6,Summer
2013-06-14,111.90625,161.3784722222222,28.30476388888889,52.268868749999996,1082.0102702752158,249.41362916666665,26.16909722222222,1001.9364583333332,13.433333333333332,0.0,1.9163194444444445,6,Summer
2013-06-15,124.22569444444446,172.0625,35.79235,64.15304340277778,1489.8515133216222,236.71358124999998,25.543055555555554,1000.998263888889,15.738888888888889,0.0,1.1979166666666667,6,Summer
2013-06-16,165.57638888888889,170.61458333333334,22.85429861111111,66.41700399305556,1844.6902762092977,206.66009583333334,22.474305555555556,997.707986111111,18.915625,0.06701388888888882,1.129513888888889,6,Summer
2013-06-17,42.526041666666664,48.09548611111111,6.809183333333333,37.29329045138889,859.9271045731643,153.62493541666666,25.890625,995.5027777777777,16.954513888888886,0.00034722222222221665,1.3677083333333335,6,Summer
2013-06-18,43.11805555555555,80.52951388888889,8.7328375,61.43026423611111,732.7276730163958,160.65227291666667,27.605902777777775,991.7649305555556,16.393055555555556,0.0,1.5461805555555557,6,Summer
2013-06-19,44.927241161616166,80.46875,11.410207936507938,42.89341788949275,894.3006868961353,167.55321089015152,28.85902777777778,996.5565972222222,15.926736111111111,0.0,1.171875,6,Summer
2013-06-20,55.40625,107.66319444444444,16.08169484126984,64.15796509661836,1090.8600289008748,142.45148418560606,26.797569444444445,1001.2177083333332,18.044791666666665,0.0,1.0065972222222224,6,Summer
2013-06-21,48.7376893939394,86.35069444444444,10.59623611111111,50.68948038194444,883.4623396556141,131.13675,26.172569444444445,1003.196875,17.787847222222222,0.0,1.660763888888889,6,Summer
2013-06-22,46.428819444444436,52.642361111111114,4.5922680555555555,40.948740451388886,723.348721590909,91.4601125,21.612847222222225,1002.3177083333334,19.01319444444444,0.22916666666666663,1.0586805555555554,6,Summer
2013-06-23,46.75,53.875,7.448368055555555,37.60104548611111,906.0585988965745,193.27518958333334,25.772569444444443,997.6746527777777,17.423263888888886,0.0,1.2666666666666666,6,Summer
2013-06-24,114.77430555555556,124.09722222222221,8.272430555555555,37.21700763888889,1217.615698424462,193.2971625,24.657291666666666,996.2875,20.0625,0.23854166666666665,1.4423611111111112,6,Summer
2013-06-25,103.28645833333333,96.44791666666667,8.536870833333333,41.97596163194444,1694.8576148715413,133.59805520833334,21.96701388888889,994.396875,20.705902777777776,0.09618055555555549,1.1395833333333334,6,Summer
2013-06-26,139.39756944444446,126.23958333333333,6.417679166666667,40.469974479166666,1581.2614631368026,213.46572291666666,25.865277777777777,991.1572916666665,21.355555555555554,0.0013888888888888666,1.4253472222222223,6,Summer
2013-06-27,89.27430555555556,100.38541666666667,9.291443055555556,44.71293194444444,1001.896056351559,205.7534875,27.82048611111111,992.0684027777778,19.18923611111111,0.0,1.419097222222222,6,Summer
2013-06-28,282.25694444444446,276.5694444444444,17.1975375,54.12434375,2088.722272830204,141.82032656250001,25.089583333333334,995.0260416666666,22.248611111111114,0.6326388888888889,1.4156250000000001,6,Summer
2013-06-29,95.67013888888887,93.65277777777777,5.865048611111111,44.125547222222224,1400.8449302810716,94.18160625,22.949652777777775,998.2774305555555,21.394444444444442,0.029861111111111085,1.0326388888888889,6,Summer
2013-06-30,206.65095029239762,190.78636695906434,10.132363425925925,53.11448601466049,2081.92775581906,93.23161510416666,24.982986111111106,997.6027777777778,23.047916666666666,0.008333333333333325,0.9194444444444444,6,Summer
2013-07-01,167.5735040726817,145.21760129490391,8.696709427609427,53.185305841400115,1879.682666794759,67.52465606060606,24.902430555555554,992.9319444444445,23.319444444444443,1.1875,1.3177083333333333,7,Summer
2013-07-02,18.867559523809522,30.5515873015873,4.389324368686869,25.286467171717174,567.5616308007612,109.94438882575757,28.882638888888888,989.4354166666667,17.712500000000002,0.4614583333333333,2.276388888888889,7,Summer
2013-07-03,26.48263888888889,59.029513888888886,7.963431944444444,43.61097881944445,646.8372172815108,138.34064791666665,29.668402777777775,989.6100694444444,19.01423611111111,0.0,1.2149305555555554,7,Summer
2013-07-04,21.92361111111111,56.63368055555555,6.152175,40.08278003472222,558.5658761528326,139.3125,28.24722222222222,988.4934027777778,18.131944444444443,0.05624999999999997,1.429861111111111,7,Summer
2013-07-05,19.61111111111111,39.23611111111111,6.018955555555556,33.154182291666665,506.637022397892,150.85416666666666,29.304166666666664,992.1413194444444,17.735069444444445,0.0,1.457638888888889,7,Summer
2013-07-06,55.09375,97.12152777777777,12.506566666666666,40.120325,891.9701635924462,229.909675,29.193402777777777,994.8774305555556,19.835416666666667,0.35381944444444446,1.8600694444444443,7,Summer
2013-07-07,87.78819444444444,97.19097222222223,7.5672194444444445,26.093596701388886,902.6887214536672,212.72916666666666,27.27847222222222,994.1944444444445,22.510069444444444,0.23333333333333328,1.3569444444444445,7,Summer
2013-07-08,92.38189183501684,74.05902777777779,4.5964430555555555,34.74146076388889,938.6800967752055,174.46583124999998,25.370833333333334,996.3336805555555,23.489930555555556,1.1184027777777779,0.9777777777777777,7,Summer
2013-07-09,72.44512836700336,50.44791666666666,4.316219444444445,42.90816631944444,969.0268788427757,69.21586458333333,24.256944444444443,997.3097222222223,23.279513888888886,0.3975694444444444,0.890625,7,Summer
2013-07-10,27.333859427609426,28.366319444444443,5.569125,38.35738472222222,749.461789217224,39.2026,23.339583333333334,999.2868055555556,21.69236111111111,0.19270833333333334,0.8385416666666666,7,Summer
2013-07-11,33.482218013468014,46.241319444444436,4.034302304639804,39.64288107638889,766.7767620333158,82.03392083333334,24.72361111111111,1000.06875,20.979166666666668,0.0,0.8034722222222221,7,Summer
2013-07-12,61.80765993265993,73.61458333333333,4.370869917582418,34.45276944444444,895.2504066514616,190.83054374999998,26.752430555555552,999.7256944444445,21.815625,0.0,1.3534722222222222,7,Summer
2013-07-13,117.6574074074074,105.24131944444444,6.033776388888889,27.352421527777775,1225.6382630654368,188.4789708333333,27.778125,1000.8489583333334,23.131597222222222,0.0,1.1875,7,Summer
2013-07-14,101.7606271043771,95.2326388888889,10.479596506734007,27.997548263888888,1129.4019598155467,172.91355833333333,26.753125,1001.4086805555556,21.871180555555554,0.5020833333333333,1.4666666666666668,7,Summer
2013-07-15,40.45065235690235,28.77907986111111,3.626268771043771,32.257515104166664,1208.5948232323233,105.5485875,23.916319444444444,993.2194444444444,23.46666666666667,2.4298611111111112,0.9444444444444445,7,Summer
2013-07-16,19.05213594276094,26.639322916666668,4.582206944444445,28.28693923611111,656.1904644268775,88.82622500000001,27.34409722222222,994.0656250000001,16.188888888888886,0.0017361111111110833,1.8458333333333332,7,Summer
2013-07-17,36.7829335016835,65.84375,9.513711111111112,38.646524826388884,810.0361056214318,186.93583333333333,27.066319444444446,999.1385416666667,17.92638888888889,0.0,1.4534722222222223,7,Summer
2013-07-18,149.12152777777777,124.25347222222223,11.928824999999998,34.55262413194445,1600.5136912604303,139.32130625,26.033680555555552,998.3697916666666,22.377430555555552,0.0,1.5128472222222225,7,Summer
2013-07-19,135.19791666666666,120.31944444444444,7.165472406291833,39.57466614583333,1148.456554677207,175.3123125,26.755208333333332,996.2253472222222,21.660069444444442,0.0,1.0371527777777778,7,Summer
